Netweight (kg)	Trade Value (US$)
139281	6890304
31628	1418079
214126	5629100
156257	1699367
6523	46307
51346	3883426
	278918
	80286
3905	198632
216736	11136386
44858	3878017
12116	407089
51860	1969251
125	8920
79559	3074660
155	9410
28063	1789039
99296	2950879
61253	667232
2714	21540
35328	2262108
	26905
	26905
264047	13787518
62639	5708838
78108	2598083
50	5029
102779	4057170
20471	1418398
	7408182
	22736
	5148155
	318035
	162073
40	84
	939967
	192025
1	50
	458300
	166757
	1941689
	1037461
205753	382246
	521981
35363	808882
6185	63296
22575	677448
6603	68137
17126	591001
17126	591001
15346	714921
226	8964
2025	234416
239	34277
290	2669
9295	382335
185	32569
226	3448
2860	16242
25937	786187
20794	448413
2200	28131
2943	309644
17726	1163655
9296	210586
111	17468
5732	746282
374	43590
158	1167
139	12478
870	93323
512	10372
154	16231
380	12157
76232	1150766
16988	253067
55996	634776
3248	262922
14880	404339
1654	33575
184	16321
2186	31497
10657	310274
199	12671
67998	1240219
13076	150337
18523	699889
36399	389993
18114	754028
624	16849
53	41591
752	61455
371	46833
105	1518
16208	585766
2	16
113080	1510674
570	20465
1056	108069
553	66441
925	15024
20106	920688
274	54091
1150	8776
88447	317119
	1761590
	1761590
5942	1855644
1700	45420
3069	1711824
1173	98399
912193	1705437
912192	1705427
0	10
4817	1426154
3317	1420221
0	40
1500	5893
1066180	3018730
1066180	3018730
68238	2742948
16828	297403
2609	648714
1500	5895
5	49
47296	1790887
583176	1503980
583176	1503980
5320	308050
5320	308050
	1477978
	1477978
4236	2387469
4236	2387469
24214	1530952
10	102
50	250
24154	1530600
5183562	28446417
2905308	10862234
2723	238576
26565	228950
371419	2823213
86193	684885
696614	3367578
22	129
212196	57860
790480	259193
91322	9891811
720	31988
4954247	29722527
2203688	12203915
2319	281038
28224	2413516
2637	22179
52738	392972
1450769	7446758
395	7840
30426	143774
444633	109927
674770	192760
63325	6495152
323	12696
4313850	31186709
6	518
1959489	12325964
261	562573
10	126
3185	340707
2	24
35990	2887291
17040	397743
54813	162288
814921	6299144
915	20660
56415	231729
516609	450386
804016	410027
50023	7090625
155	6903
4553562	28117918
2749684	12020654
1964	206996
21163	251611
37490	3025264
30721	240339
23288	132358
26497	82401
25	3159
351343	3390003
503081	301692
770084	417864
38132	8042140
90	3438
4416079	32817619
2416603	9899453
44849	416937
61969	5551783
3339	72401
1	4
159741	1154040
884484	3931255
45124	69688
613646	346209
186240	11371120
83	4729
9803	570359
1725	75706
8078	494653
141823	2375859
10890	173530
112	16608
2452	279631
1751	203129
126618	1702961
9635	511514
3828	206542
5807	304972
128807	2162744
4560	26300
3400	94042
186	36143
6160	801912
628	82959
113873	1121387
12544	708834
105	5875
6789	416908
5650	286051
148192	2981468
19440	127650
325	43634
7155	947667
1791	236652
7710	285246
111771	1340620
11263	608576
5598	324423
5665	284153
161356	2787189
69174	308500
218	43081
7168	764623
130	17851
17446	793328
67219	859806
9928	534003
214	10887
4181	230705
5533	292410
119171	1699074
5320	136493
310	38160
1377	165031
1558	183866
110606	1175525
2078	60089
1154	32479
789	27410
95	169
40	31
2739	36654
857	29406
747	6160
1000	191
135	896
1681	49081
991	35678
400	117
290	13286
1356	621
349	205
1000	38
7	378
	1699
	790
14	909
	3523
20	1076
	2447
	2588
	2588
160544488	342484605
4612095	9600075
1652319	3127128
3864	42150
97	17168
21951363	34078135
40773792	53303061
13916039	19644277
814219	1333540
429	2346
54449930	158821921
21229126	37896845
7097	32463
36495	19194
906025	65062
191245	24036335
353	464906
4991420	9653400
3000	3857
1800	11519
4398834	2510939
8026	761802
21872	543743
498457	3015673
17811	166720
29	422
41591	2638725
160187032	381391359
5705554	11794569
1573182	3024155
36902	77938
20185692	30577830
29967057	45407226
15255122	24103477
1373353	2613314
5865	31934
9515	3790
57688468	184963794
26506206	51466058
3763	53816
46306	83926
868145	549424
885697	71534
70455	26488640
5750	79932
306171	8942701
41255	947813
71	2977
3539	113901
4724	314550
308	34806
255206	7447224
1045	81391
23	40
648509	6780159
28379	221941
16997	688693
263489	1103620
497	6823
291091	2378636
9614	92783
2883	19524
35559	2268139
156565147	369332322
8178148	17782083
2142510	4054586
8088	177337
19157086	27337421
27212044	41163773
16305966	25297829
1415602	2596096
1000	7972
50344363	173306819
29807094	54356737
5018	60241
894700	607300
1046574	73412
45810	22383195
1144	127521
501068	7816201
9983	98856
936	3064
21516	415498
17486	1125336
373532	2270750
14407	89734
1025	25115
4480	22388
57703	3765459
156730566	305264725
7068441	11136710
951363	1278528
534	117213
17283813	18933257
33737549	38738254
17785720	22171922
1609727	2433526
53273779	153113685
22993395	32928029
192	5601
732549	531175
1242255	81366
51249	23795459
247695	4724553
3584	32466
300	839
26230	97417
10521	378193
5569	420702
146991	912349
7711	27426
2726	85999
44063	2769164
136531214	323311317
4365076	9005214
1960598	4669736
18529982	27619072
24691837	43142854
16024779	21503274
261649	277098
630	90873
55757399	180091196
12933954	24074145
5214	170106
273	18142
1174452	200916
824745	12432138
626	16554
207500	6167566
25931	689151
115	19368
10133	502922
7291	860197
164	22190
159195	3816214
3224	107652
312	12294
104	7478
645	122645
386	7456
4534063	10195056
3000	2435
225	8488
4122039	3365075
11796	546279
7987	657093
1684	12727
348255	2915250
357	2308
38720	2685400
251	3516
24	2195
227	1321
233304	6352678
28487	661206
3718	130230
6059	546758
75	31636
191134	4799316
131	2243
1190	113096
2510	68192
799553	11564910
1	725
554	97425
710666	6247504
352	45654
1751	214088
1	958
86228	4958556
904197	14334519
622	111453
809227	8196515
399	50003
1709	229972
92240	5746576
11156	9123
4881	4467
6027	4288
248	369
1025859	15605775
1	378
664	114338
1	421
1	1000
926549	8988499
1742	229545
96901	6271594
36195	75861
15568	38561
19834	36632
740	114
53	554
904197	15470678
771629	7438520
205	37199
2122	258028
193	5532
130048	7731399
25421	15915
4436	3631
19138	9766
952	1981
875	81
20	456
1045184	12579332
2150	114022
923592	7489665
1234	46985
1589	150040
116619	4778620
4729	52842
4729	52842
3598	45763
3598	45763
2570	41668
2570	41668
3522	53944
3522	53944
6562	108265
3144	51031
800	11663
2618	45571
96915	3724359
1759	218651
33960	542954
122	1544
61074	2961210
18314361	44747300
1579362	8445187
1578	13571
2902	505882
287	2838
15450	97668
200951	2713732
258540	3245600
750	154942
15156375	19018635
1074380	2603729
22926	7836857
860	108659
17164839	43216672
172699	5885006
2350	17808
15981	120470
94091	3056583
207239	3002464
280	91255
36539	382459
13443058	22059008
3142403	7457719
50199	1143900
62699	3278047
2409	132762
40946	2256853
3338	6201
16006	882231
93700	4498116
1664	236071
22872	348017
69164	3914028
26353244	52973117
248926	8701043
1096993	1396308
98355	3519751
228257	3303241
354	105010
17310	376371
19524540	26294920
5082942	9118500
6723	16325
48844	141648
69151	3757793
1267	68867
2929	159166
54339	2952884
550	29876
10066	547000
97681	5028592
1575	248583
2205	17068
22620	336300
71281	4426641
36764161	54454565
268175	7783115
1465224	1566007
52640	2852018
200924	2885012
483	125750
16489	312028
29765048	30818141
4981639	7515410
5594	10904
3033	175596
4912	410584
69671	3543564
8106	412267
45419	2310113
9151	465420
6995	355764
108176	3622424
918	94620
56338	800821
50920	2726983
7421900	28344000
169800	5043000
2900	27000
1200	42000
100	20000
1100	25000
106700	1975000
180900	3383000
1400	138000
3800	59000
5679600	7771000
1234800	2290000
38700	7462000
900	109000
	1800464
7769	500447
	419788
5392	347324
	240979
4532	291925
	1741225
	1028282
5496	297914
6567	356003
1089	59027
536	18493
326	10401
18	1477
30	325
162	6290
529042	23494142
27866	1095810
2308	103467
115272	5165958
226406	10086971
157189	7041933
	5000000
	257000
	19000
	265000
	4207000
4572	252000
726	15974
468	14308
258	1666
1271775	10214409
34349	916706
6406	41935
616699	5990854
614321	3264913
	5442000
3248	179000
	129000
	15000
7947	438000
	2000
	4679000
302	5140
162	4282
140	858
1960153	8427342
20	1344
73144	817025
1728385	5424807
158604	2184165
	7275000
11409	620000
	16000
9091	494000
104257	5325000
15090	820000
8824	2955776
2315	1053578
263	3869
85	1443
4291	1883842
1557	5021
304	7899
9	124
1028518	8686964
171044	801622
1971	10811
36406	296006
782578	5358950
36519	2219575
	8073000
649	33000
	138000
275	14000
	36000
7393	376000
	6271000
23692	1205000
2726	198016
12	425
40	1027
50	3222
2534	189818
90	3524
354285	18266838
4227	75301
10329	594601
2498	561392
44295	2265968
110387	2496699
44266	2794027
1980	59909
36125	1674793
26583	499448
73595	7244699
646272	22431381
195457	1991810
17493	830213
55402	2629245
8	402
152785	6890942
225124	10088766
	6615000
	116000
	287000
6815	439000
	5173000
	600000
59600	110500
59600	110500
2031995	18727175
6028	148739
1845	43350
25	4630
1038381	7388117
30152	1023083
54780	250798
3456	46920
318396	4301580
57080	259355
29680	475555
450700	204754
2835	100699
32722	3902173
5915	577422
	10538334
17856	984192
	1689997
5427	299106
526	28992
	6243789
23445	1292259
269800	7834370
300	22200
700	74900
8600	976100
2500	275200
41900	1956800
215800	4529170
38248	2558374
6730	1166665
13269	692979
6964	174476
10440	424363
845	99890
3044400	20375379
5189	187038
1913	17182
62015	231296
545	15011
1697070	8917311
26296	1183173
40052	171841
64570	257361
5191	79471
116261	2676283
590987	474520
21015	257890
339648	224474
37647	576543
27589	4366845
8412	739140
	8666656
22298	1229023
	1713635
	5261747
8387	462251
335396	8036424
227	12772
2961	314009
2638	317765
2583	314936
52630	2820049
274356	4256893
55360	4497253
39356	3067239
1207	122462
8610	398009
1394	361578
3825	225813
968	322154
3047150	19205593
7288	155247
2451	24479
19106	61858
1339614	8548185
64056	1815077
49343	296853
15210	34069
126452	2923184
810520	151912
547000	166250
42610	899182
23500	4129297
15973	1250527
15973	1250527
	7681422
18033	979964
29883	1623923
	4661938
8805	415598
366738	8949431
98	16812
1437	161699
5159	734748
5043	631422
47260	2732280
307741	4672470
48243	4784956
28051	3173882
2197	218531
14254	830342
1028	295159
603	47824
2110	219217
3081655	17499360
12919	274405
1952	13926
6264	15773
45440	20166
17862	42924
1512817	6860510
253025	3487764
48689	156430
4545	52494
140637	2431888
2626	41104
838529	264803
11040	3003
158028	322932
27282	3511240
8848	913357
8848	913357
	8481244
6578	334552
268	13644
	1855442
16155	821690
	3185623
44637	2270294
488684	7171728
4550	6286
4247	441360
6679	720723
23898	1528397
449310	4474963
39762	3856142
214	5992
2188	144924
6489	479906
4765	293720
3822	303054
2862	582252
18438	2006536
984	39759
	18470487
	396183
	111522
52	3341
	7197043
	1412874
585	37667
	240610
481	30972
	2147048
13691	881965
	117185
	88799
8	501
43103	12705
	5792072
24338	839640
24338	839640
	9893017
13404	863478
	1770761
1358	87496
	5493554
	1677727
206696	6732633
1128	61211
3112	411062
3041	347918
22427	1279855
176000	3720000
988	912586
66108	3619749
7341	1236526
14545	602686
19783	920262
176	16096
3042	45801
10166	436028
11055	362349
10956	931237
10956	931237
7850	717702
7850	717702
164480	5085612
185	10248
3014	264054
5593	173091
134884	3458989
6376	560442
5700	35656
789	71570
7939	511561
273463	4524080
14333	378662
894	123857
2558	214453
10641	34453
219553	2290303
2828	286893
789	76143
21867	1119316
215921	5755384
38430	1042835
1209	59781
2100	207006
1980	2040
5000	103840
111256	2878203
407	82629
20333	33691
4300	7614
30906	1337745
1684	185245
292	42504
519	67741
873	75000
149762	3591644
130	7809
202	12292
2134	194314
811	78498
3102	269167
132837	2452260
4997	314721
39	1199
5510	261383
5022	270268
810	98599
2677	34139
595	17454
940	120076
5826	417793
125	25654
544	59451
1296	23400
648	26097
1333	58194
1880	224997
	869992
2002	110343
621	34252
4227	232974
1638	90274
3097	170689
	231460
5082	321701
161	36401
404	45441
720	12600
2592	83891
395	33278
810	110090
	729905
	728465
	1440
47738	3123345
150	2246
11831	833891
3891	321639
26050	1427998
5816	537572
64581	1744353
6868	562651
57713	1181703
	842653
	1843
20233	23193
	817617
48326	3435222
129	1906
140	6908
28798	2059859
474	55237
2096	134488
1458	98285
1686	149386
7711	419030
5834	510123
67179	1844678
1425	19120
6308	480509
58766	1280914
680	64135
	1257560
	200
736	40000
	1217360
72529	5876415
47344	3523965
665	77339
3689	262224
1775	147547
9025	955922
4849	433602
3630	295506
1552	180309
69133	2055608
61502	1347394
7631	708214
	1133343
39	2000
	501
	1130842
500297	2184642
1544	26343
60436	1107812
8487	612059
429830	438428
	1149059
	1149059
53502	3650129
25	1121
3989	363806
2867	203118
541	43781
482	36186
5503	373946
3595	339211
30104	1834741
6396	454219
65309	1934516
3130	34618
7000	627894
53488	1260387
1	4
1690	11613
	1909943
	1909943
	1490947
	1490947
3855615	8577424
29769	515479
159712	50784
15334	1189559
561	66783
2077411	605856
2380	51774
1559057	5540510
11391	556679
300455	1020296
89547	94679
4325	6612
49551	131174
1856	80007
155175	707824
113975	2786165
9747	452916
91250	1825772
12978	507477
3343638	7917577
23698	452673
591215	291543
19609	1651651
16253	501689
1288611	480462
3992	81121
1384364	3973319
15896	485119
331481	938434
257611	530738
18300	25354
32732	117263
787	44742
22051	220336
38626	1001482
5118	282456
32322	673459
1186	45567
3024681	8234192
22318	371258
4666	42387
331005	160175
957	85020
25917	964561
12429	1219718
1445700	606306
1162556	3723441
19133	1061326
203587	962223
150599	745693
6348	7206
45218	128474
1422	80850
29902	1104682
12130	608803
17772	495879
12954	1134877
596	85855
76	6169
6890	629516
1975	40604
3417	372733
2575089	7069374
101100	402237
13646	177577
7776	63758
416629	193632
17040	513494
28261	1331636
794555	642417
3280	28721
1171531	3017598
21271	698304
228702	496768
193245	253586
380	1613
28881	25611
6196	215958
26892	957849
14245	585732
11763	345534
884	26584
15610	1436024
790	436911
11782	635212
3038	363902
3723440	6903559
30069	685608
16283	1602098
206	9223
2775654	703317
894391	3519220
6837	384093
246038	869700
84129	102124
390	4788
42765	47628
1927	114952
116828	600208
78939	1852163
17093	668639
61846	1183524
5729	480086
3052	214745
1662	165282
450	41579
565	58480
10501	946906
315	44331
332	47716
779	106671
6416	458897
810	79858
75	96021
1774	113411
7864	768647
185	22829
604	84078
584	42341
4968	446330
1523	173068
	13883
	13348
466	535
3383	158714
3120	148893
263	9821
	11090426
	658762
	43664
	1499425
	445638
811247	5260576
2101	115793
	1556610
27395	1509958
	15241
	12541
2356	2700
34145	152524
33887	137995
258	14529
	12606362
1847	100386
	2930298
	1160214
	4033139
1242	67490
	845302
	3469532
	12183
	6452
1864	5505
	226
16908	99434
16700	89275
208	10159
	13884187
1840	93610
	2449682
	700375
	1742354
24819	1262355
2163	4538
16483	838373
	301391
	6491507
	17007
	11435
88	4495
	1077
46856	158273
46533	143492
323	14781
	13151852
	462757
	1332482
	2168443
	2942230
	2320391
60939	3925549
	9893
	7233
814	1337
	167
	27
	1129
22721	704742
1040	11953
15725	587372
3292	11784
2020	92992
644	640
32250	132943
32030	124425
220	8518
	11895852
3490	178095
	1539098
	1113907
1664	90202
	4846386
88	4765
	1480231
49641	2643167
33095	1060292
3136	23584
28664	1000645
575	6692
720	29370
	1008223
	550459
	260540
	16661
	180563
	23285848
13073	720551
3058	168572
2433	134112
	22262613
	951140
	526730
56154	331058
	93351
	26808767
6536	360235
2050	113003
6347	349843
15947	878962
14832	817515
	24289209
	1145427
	552153
44149	505907
21339	87366
	27032128
36432	1979781
1412	76704
	489169
11908	647118
	23839356
	884621
	418157
18023	402564
30458	63901
	26559717
13016	661993
1250	63558
	1857283
26039	1324411
	22652472
69205	158594
56037	135843
12293	21717
137	489
436	278
302	266
	1047676
	763050
	179109
238	15355
	90162
	24825851
	431056
295	19017
3187	205281
	24170497
64388	144329
145	809
63585	141569
440	1284
218	668
161038	207001
1721	4481
156249	197192
3068	5328
122598	205596
911	2825
120776	132180
911	70591
331761	1244502
1712	5175
257797	924166
4333	66916
31250	124328
36670	123917
3718	204903
219	12097
3498	192806
254136	1015575
1555	5178
216067	803142
3035	46402
33480	160852
252307	1125927
1580	6977
153789	597410
4409	60127
92530	461412
8450	271453
490	2720
288	15510
7672	253223
335152	1295720
2840	9892
92012	247571
4219	37840
73007	200394
163074	800024
309234	19963770
192177	9499736
915	74975
103876	8263608
7487	1007241
4779	1118212
302368	1184090
233155	823133
6914	46135
62299	314821
507	10337
93	2970
364	7278
50	89
503	8946
503	8946
63071	738420
56886	483480
6185	254940
701	20395
12	496
689	19899
1079360	3004790
2164	61990
451093	1458250
625085	1328630
1018	155920
531	11543
529	11395
2	148
735950	3671630
5000	35910
450085	1890350
279559	1605370
1306	140000
521218	3297194
360	4083
364907	2175767
155504	1072434
447	44910
348375	21808263
546	88294
256391	13145964
3352	674924
79493	6330568
2129	325048
6464	1243464
27927	1132000
6551	257000
19240	688000
217	9000
1919	178000
270437	18806880
172437	9934604
3031	534147
81759	6244211
4808	621138
8402	1472780
267194	19575326
180733	10772548
2982	559069
68153	5690535
6391	855668
8935	1697506
356392	25163252
255497	13979219
3030	567340
84643	7800167
4558	547893
8664	2268634
115733	199423
97535	145603
17953	40320
245	13500
450781	2061764
1080	41982
122	53
5184	159647
442375	1856773
2020	3309
	2390386
	198227
32376	280460
65	3600
27009	1488674
2774	152895
75978	87092
	33336
72	3960
100	5500
114406	131141
100	5500
676212	2161008
225	409
2193	126651
3616	179924
662959	1786560
1275	45292
5944	22172
	8353
	8353
	2933209
1262	53572
78557	718553
1627	88418
276	14999
	438004
7586	412218
	331597
15399	348095
	519010
161	8742
683777	2173354
924	39069
5644	484546
673620	1613826
3589	35913
	1231898
	290993
84	4250
	211091
	502038
6968	219277
84	4250
587701	1838761
7740	320041
573334	1484248
6627	34472
6323	25398
6323	25398
	1765273
	652617
	632482
	117858
	10110
	43680
	212123
	96403
425832	1654001
4320	120910
421462	1533003
50	88
558139	6211272
30903	427680
455	4786
30706	125449
57	7748
8937	52247
9266	243178
302	36086
7076	14638
214	152
243714	916358
14257	83714
36385	106166
44	228
54346	368446
64	549
35321	207233
64990	463321
8801	2991433
12301	161860
	42205
	42205
519036831	738624768
124379	296283
14501616	30006468
1043	145386
1895	601776
2152824	32151623
525307	4438074
490171696	642350154
48859	2050141
10339288	857436
1523	52597
575720	634234
2694	62153
12591	833086
18	445
577109	24122459
269	22455
519955929	780437688
373055	508746
22414265	31027056
114	24154
4	446
373317	679627
5211126	30718984
2683684	5612645
486975499	674774823
77101	3239307
104	1522
81	3157
21649	94716
850990	1263455
19577	1171326
955309	31315818
54	1906
552232120	708279425
354612	769053
26562115	23541851
332	13790
5907918	29145732
4789317	8868264
513202083	611363054
44525	2360564
2934	55842
2433	79479
280894	1423387
7533	177633
243596	1171266
833828	29309511
245	43958
245	43958
662308342	678342100
810815	778291
64370869	81984297
80021	89433
526	286
21957	24699
7596	9992
599395	739287
4246607	26280486
187628	181153
160408	217104
6431774	10326128
577019317	528157774
72126	99551
292415	812171
328752	410658
1590183	1891839
42701	53777
120643	158556
79389	105703
7586	9477
37684	49632
1667245	2186271
231197	299313
118251	149018
166829	209574
62223	77534
642250	1193026
777207	2576831
2134747	19270238
417615236	727948282
28112	227728
17911108	31887969
2835	4290615
2184024	26487452
1094829	1762064
395106588	630205440
10181	812214
288687	2619536
356380	400213
2609	74359
90370	126110
9215	780313
521004	27801502
9294	472766
512	58157
306	46284
206	11873
204	30824
204	30824
225	36771
225	36771
193900	3223039
145800	2147285
17466	309395
8000	63332
22634	703027
240079	3790668
180007	2592451
17676	311640
27263	218421
2062	30800
13070	637356
264560	4199544
134203	1907561
48864	963530
46321	415445
8740	95417
26432	817590
555548	7641556
390326	4516321
53328	1099040
61816	643393
18078	264646
32000	1118156
108075	124989
106563	76628
1512	48361
329879	3958149
288903	2965339
25542	467845
280	7948
15154	517017
997	8787
897	8765
100	21
40157	19426
157	25
40000	19401
1579	6613
237	2467
170	373
1172	3772
3113	83704
1324	30216
15	274
250	300
40	73
1484	52840
1728	95240
1266	69764
462	25476
383114	174834
369514	148880
920	25223
12680	731
2710	105746
2710	105746
1488	656771
123	237235
56	140122
170	4542
1139	274872
2022	781109
65	11177
124	258549
59	147005
367	17096
1407	347281
2918	843190
90	11411
122	260194
68	179377
1285	34160
1353	358048
3331	774339
148	24114
79	194699
73	132576
1601	36638
1430	386312
2712	1227861
68	2057
99	240609
59	144924
120	3360
2366	836912
510807	1667984
24326	126541
481437	1523381
1682	10018
1376	2879
1986	5165
	6762598
	1556710
	192619
	530631
	1718743
	2763895
18345	3591658
1116	226664
1060	179900
2325	409555
934	339106
1750	240875
11160	2195557
261910	1790983
120	1821
276	1672
226432	1509527
6833	39615
7453	64632
20729	172676
67	1040
	9502907
85	157
121	6676
179273	2958023
283643	888252
797	43937
	1936970
133	246
864565	1270079
43517	2398566
18896	3687818
2905	599151
2635	383552
2473	461531
2068	835203
124	28152
8691	1380230
94961	2288239
215	1300
53837	1569485
4011	17384
4064	187534
32834	512536
1306452	8225211
1632	4615
55883	1647726
197116	807694
409406	1327018
219504	620739
9187	499246
5	257
246528	697158
167192	2620759
22098	4262997
711	259920
1296	218184
8	419
1273	98207
3078	517852
681	118160
550	62129
14501	2988126
166074	2378876
45	390
288	9431
60	819
100	7108
100	1126
54254	1169476
2473	19894
2784	99098
98504	731288
715	7639
6751	332609
	10372097
	2033
3361	7052
17351	882517
2415	122827
1125676	2629156
15391	782798
3569	9112
2411	122631
	144
52	110
798850	1675986
1050123	4137732
21097	3728199
1124	360877
1414	288953
1298	200457
1691	281108
15570	2596804
	3640221
6265	403573
	2035
1468	94571
	775943
	2364098
16779	2801593
1170	388119
552	100432
1217	182966
1252	207348
12588	1922729
6415	206425
146	3488
5999	200828
270	2109
166629	1279863
4401	38743
240	593
161988	1240527
798855	8917378
798855	8917378
899610	10342353
3432	47968
894641	10170331
1537	124054
152	8260
152	8260
514788	7382551
1543	15172
511441	7236503
1804	130876
243	12380
129	6585
114	5795
478895	6097342
478895	6097342
82737	3897179
1214	97195
25012	509053
30	1265
56481	3289666
124515	1014153
8050	71581
116465	942571
1051253	12731909
1051253	12731909
	16517
	837
243	15680
164	8912
164	8912
328	18072
328	18072
48973	10713212
32365	4282484
16608	6430727
56061794	107533511
55133	55644
207179	3240299
531	47283
1176	15632
12471102	20045537
336486	4072742
865061	8846952
7957061	21963740
1498631	2607402
91537	1969628
12612	4823
2948515	2416282
10846690	16727221
18699149	21304535
4429	58535
4050	326969
33093	3078476
29359	751811
3304038	33980267
957326	9206963
85419	260952
10	516
2258127	24241157
3156	270679
58107	13524103
49901	9762959
8205	3761144
70053152	140532497
914574	4677797
992529	1122928
13132997	24419009
339488	4245070
479604	7738519
9948864	31097410
4723818	6354064
84465	1709981
43234	19831
2784750	2498981
16258244	27905125
87180	35387
20217129	23993474
8509	767799
33945	3804032
3822	143090
2649341	35035101
1829	83073
972090	10116115
1673719	24638909
1703	197005
71207	16498213
65873	14013197
5333	2485015
85235037	174356432
3486524	9965816
1687048	1429944
51460	43967
15734954	30579230
441615	6115095
465855	6936819
18260	25676
13712057	42918598
6618240	10436979
39006	946441
23640	13813
3873778	3412546
17670999	29017114
120160	90753
21217447	24275942
14454	728251
50110	7217738
9430	201710
4362762	36077387
1590505	11666146
2756242	24192460
14708	62483
1307	156298
46387	13409859
40819	12167700
1232	214781
4335	1027378
96530937	150708056
927639	3640903
1038763	1080586
113840	67305
15646068	23521401
604813	6270380
1057783	5290014
13622539	31766371
12076970	14657714
62886	1124288
3312379	2231326
20540556	27895258
497844	245206
26912653	24300313
18640	12626
15171	1219466
82393	7384899
4842128	31614503
200	1377
176	4447
2106468	10429720
140	338
2733493	21010327
1651	168293
52835	10520846
11418	1613833
41416	8907012
56717075	117270158
105543	3938657
14953559	25009453
246814	3414432
724090	7243802
8965066	25747201
1629838	3223997
133819	2675572
42515	17965
2671742	2812192
11529997	16864003
15660285	19564758
955	87298
20496	5511797
32356	1159031
2875719	30693718
1340973	8786193
1	117
2649	257070
1530572	21456195
1524	194143
46726	4908337
6866	266603
155	14600
3280	560192
2482	446182
2477	484765
31466	3135995
63688	8292152
4822	248978
4026	472676
57	3920
5318	678537
2348	313234
4514	799334
9880	2341068
32723	3434405
45846	6442764
2277	87406
3563	458151
3137	497233
462	62359
446	6133
6364	976014
6399	1534433
23198	2821035
67138	12538490
8449	902625
7966	1185540
294	36000
2833	18266
22382	4522717
25214	5873342
33162	8683601
4742	689796
7492	1342569
5439	2241535
15489	4409701
12373	221503
12373	221503
76804	9974804
16885	1208626
4692	968903
224	29000
37508	921706
5625	2649839
11870	4196730
35687	566823
12000	77712
20775	443217
2912	45893
66909	10902301
2112	363406
52358	8234200
3517	174761
5704	820566
3218	1309368
207843	2014895
11115	175587
8822	78418
184	9162
2444	150172
31595	373018
483	53416
146320	1059039
6880	116083
134119	559775
220	673
24125	72433
5	101
9009	31832
17579	60962
67320	332139
6006	22507
8655	36503
1200	2625
179527	20849555
103469	10716731
5869	980527
416	47000
13602	438276
7730	2505629
48441	6161392
128681	1958053
1544	39026
6632	132818
80157	1039113
4223	84509
678	94516
34223	539313
1224	28758
263014	2974979
2552	41260
29036	383088
105169	1313892
1764	25815
10716	96322
334	41145
104753	935008
8690	138449
167475	2356619
19677	362187
2203	30216
400	9269
459	62322
37024	353206
62433	923619
3880	47894
31709	407368
9690	160538
467506	5928238
14087	274003
2754	42633
2160	37662
11312	160901
76061	1028398
3672	79456
29698	419550
310705	3657847
4140	80915
12917	146873
25302	245950
410	2735
25	191
107	412
335	19376
17435	197353
85	108
19	193
5883	22265
1003	3316
5022722	43302646
257597	973501
1017562	7210616
1077049	9467426
81777	2092650
54561	2597329
250	733
1996024	15900272
174501	1682266
58156	363994
303225	2783199
2020	230658
761966	57547348
2829	45811
2334	69346
8720	159972
19070	1542499
27534	12180116
115799	12101906
58219	1114068
320377	18784077
181903	8116981
25181	3432572
5144466	53922295
70425	410055
939607	7855382
936695	10567913
110473	2188935
58525	2758516
12750	29797
2422649	24875865
319028	2494413
1920	41549
272394	2699872
803292	61230411
45	3504
31380	16528
8577	177081
18071	1639729
5178	969080
92686	11404164
26209	3536767
343186	20639521
246794	20585610
19541	262024
11625	1996404
61313	621685
17369	376785
1740	6434
1331	3728
188	6830
1315	37232
210	4372
39160	186304
5328321	55487444
27431	712712
1045381	8323266
1024448	10495081
148072	2237286
46890	2649040
2361482	24750411
422677	3583357
24551	338980
1803	61796
223566	2324290
2020	11224
535528	50135067
734	23930
19200	19490
13405	261254
5075	452454
8530	2410740
134044	10831753
23936	471957
175656	17530733
136104	14418647
18845	3714108
86752	813991
16207	338947
835	4802
79	9885
1540	17754
123	7638
2505	62446
245	12062
65218	360457
5726925	47232699
42849	538819
1337428	8914705
1213408	10279939
2920	31635
15982	465295
38608	2253719
2534546	20846369
431831	2910455
29549	385675
27891	109671
35618	413458
12450	49111
3845	33849
922760	43991207
262565	611748
13737	221397
1402	104969
6342	905752
168511	9579439
32308	364093
153344	15103016
262741	13121739
1322	1271489
1201	48129
2600	52978
16687	2606458
	816273
4953	251918
8	422
6	293
225	11450
3128	159104
1	64
	393023
3949464	36632143
47156	333025
641394	5448301
1131907	9460325
65239	429700
102457	3642299
938793	10985232
421400	2749134
416730	1309190
181643	1819752
2745	455186
720894	56005363
6070	124775
13305	1260292
10961	9405800
72505	9071131
115646	1917633
338170	22082893
108919	9031034
36770	529409
18548	2582395
55941	599375
13826	306204
250	1580
256	31504
262	4220
548	40298
126	10535
40673	205033
55199	512804
14865	297934
360	1245
1437	15957
1065	43856
37472	153812
3145	69715
225	6279
2857	60674
63	2762
1231	29596
62	4505
1170	25091
454	12472
85	3044
368	9428
6961	115919
1056	29911
5905	86007
1387	35198
19	1001
1368	34197
3419	69618
170	6985
3249	62633
1520	40956
193	8180
207	4852
1120	27924
3269	77475
75	5925
3194	71550
2030	56567
60	1054
355	12209
1615	43304
5165	95724
1018	28174
4147	67551
	114564
	114564
	139942
530	984
640	2514
	136443
9838	126043
9838	126043
3161	160799
3161	160799
431	15575
